Species,Dataset,IUCN,Class,Mass,ScaledLogRaw,Res
Dipsas incerta,Roll et al. (2016),DD,Reptilia,79.94444797262949,-0.4174947352004661,-0.2696551488505352
Dipsas indica,Roll et al. (2016),LC,Reptilia,180.8899917687603,0.8685439490468637,0.34305108416454555
Dipsas maxillaris,Roll et al. (2016),DD,Reptilia,17.041426233966632,-0.5868582902901842,-0.2809823093403085
Dipsas nicholsi,Roll et al. (2016),LC,Reptilia,102.27612046021062,-0.4825180558695355,-0.8628798085659856
Dipsas oreas,Roll et al. (2016),NT,Reptilia,8.096505346517246,-0.5790141937007728,-0.4153400237535449
Dipsas pakaraima,Roll et al. (2016),LC,Reptilia,93.96038638065373,-0.1663193110300358,-0.5251058755312186
Dipsas pavonina,Roll et al. (2016),LC,Reptilia,85.49985929084751,-0.5102921026387118,-0.8450744846342072
Dipsas peruana,Roll et al. (2016),LC,Reptilia,148.0836338147775,-0.4237355096213664,-0.8982819015145834
Dipsas praeornata,Roll et al. (2016),DD,Reptilia,76.71913189681673,-1.9468617370563581,-1.7948075667127898
Dipsas pratti,Roll et al. (2016),LC,Reptilia,104.37045337405573,-0.46902817690483434,-0.8545473174810804
Dipsas sanctijoannis,Roll et al. (2016),LC,Reptilia,31.3431855000398,-0.5391972057717114,-0.6187861952964312
Dipsas sazimai,Roll et al. (2016),LC,Reptilia,48.82073876947146,-0.7379078478752065,-0.930174423471246
Dipsas schunkii,Roll et al. (2016),DD,Reptilia,136.51045996738145,-0.48936035962103663,-0.3963202992624105
Dipsas temporalis,Roll et al. (2016),LC,Reptilia,63.422389870217,-0.5300372913480007,-0.7888454110944366
Dipsas tenuissima,Roll et al. (2016),NT,Reptilia,37.890209364464674,-0.5282194068248315,-0.6781150825259568
Dipsas trinitatis,Roll et al. (2016),LC,Reptilia,32.1206613775761,-1.3726855295997402,-1.45850405967277
Dipsas variegata,Roll et al. (2016),LC,Reptilia,133.5201802617321,0.7710276880140596,0.32283123932105023
Dipsas vermiculata,Roll et al. (2016),LC,Reptilia,48.15001890762216,-0.5300372913480007,-0.7187861828780795
Dipsas viguieri,Roll et al. (2016),LC,Reptilia,53.739992316041956,-0.515622917564617,-0.7323020611408136
Dipsosaurus dorsalis,Roll et al. (2016),LC,Reptilia,159.70245120833516,2.7783115297610914,2.2845366580673447
Ditypophis vivax,Roll et al. (2016),LC,Reptilia,8.636471794191557,-0.14589733215681516,0.10218147527487453
Dixonius aaronbaueri,Roll et al. (2016),LC,Reptilia,1.3765823059425348,-0.7780533009341326,-0.0632258009205457
Dixonius hangseesom,Roll et al. (2016),LC,Reptilia,1.7517098175335242,-0.41904979281762095,0.23452805651469943
Dixonius melanostictus,Roll et al. (2016),LC,Reptilia,2.8127800298200634,0.36755108149455346,0.9007627110917745
Dixonius siamensis,Roll et al. (2016),LC,Reptilia,4.0389904471853795,0.6977852292093133,1.1390345498833125
Dixonius vietnamensis,Roll et al. (2016),LC,Reptilia,2.3019961025412408,-0.3885780110482228,0.19556698189683214
Djokoiskandarus annulata,Roll et al. (2016),DD,Reptilia,125.37610306815388,-0.4444054709641838,-0.3426458850832319
Dolichophis caspius,Roll et al. (2016),LC,Reptilia,1200.520780750469,2.762620644543567,1.7534071737194927
Dolichophis jugularis,Roll et al. (2016),LC,Reptilia,1200.520780750469,1.7408708837987836,0.7316574129747093
Dolichophis schmidti,Roll et al. (2016),LC,Reptilia,386.5989195974214,0.9443014347249966,0.22523283524032794
Dopasia buettikoferi,Roll et al. (2016),LC,Reptilia,6.925701318481699,-0.41130834730471866,-0.10711886509308353
Dopasia hainanensis,Roll et al. (2016),LC,Reptilia,75.09505418587695,-0.23857316817472482,-0.5403487220516202
Dopasia harti,Roll et al. (2016),LC,Reptilia,75.85960342675237,0.20152234209971936,-0.10282973596302154
Dopasia ludovici,Roll et al. (2016),LC,Reptilia,25.059943990387637,-0.7780533009341326,-0.8007643261501642
Dopasia sokolovi,Roll et al. (2016),LC,Reptilia,18.630419543402404,-0.394568624813509,-0.34191174744102637
Dopasia wegneri,Roll et al. (2016),DD,Reptilia,18.325930576116694,-0.34659509155832074,-0.048144705484526665
Dracaena guianensis,Roll et al. (2016),LC,Reptilia,2428.4565753205225,2.2865505166127384,1.095032965894736
Dracaena paraguayensis,Roll et al. (2016),LC,Reptilia,3195.1475469354427,-0.27957521257893403,-1.5428573082485206
Draco bimaculatus,Roll et al. (2016),LC,Reptilia,4.101087127862665,-0.24463540414845222,0.1927360138170714
Draco blanfordii,Roll et al. (2016),LC,Reptilia,20.813341783822647,1.6849529423691456,1.7094439429990855
Draco bourouniensis,Roll et al. (2016),LC,Reptilia,7.34154320570059,-0.7092217826246963,-0.419853168706239
Draco cornutus,Roll et al. (2016),LC,Reptilia,7.556617505120205,-0.10373400118408917,0.17829539180312065
Draco cristatellus,Roll et al. (2016),DD,Reptilia,7.49168977014347,-0.4237355096213664,-0.033893594090195656
Draco cyanopterus,Roll et al. (2016),LC,Reptilia,8.225186707597366,-0.3190233340313363,-0.058542370696747684
Draco dussumieri,Roll et al. (2016),LC,Reptilia,8.69062322814966,1.2520775555998072,1.4985676149425424
Draco fimbriatus,Roll et al. (2016),VU,Reptilia,19.65283663155416,-0.3409944035850363,-0.36691941281622187
Draco formosus,Roll et al. (2016),LC,Reptilia,12.116005840171233,-0.7162853584995679,-0.5542559895257868
Draco guentheri,Roll et al. (2016),LC,Reptilia,9.025952631537338,1.2871281881700134,1.5239951692687446
Draco haematopogon,Roll et al. (2016),LC,Reptilia,10.447252276029023,-0.4174947352004661,-0.2177979958122006
Draco indochinensis,Roll et al. (2016),LC,Reptilia,12.706736264854621,1.0817806269373753,1.2317093666038181
Draco jareckii,Roll et al. (2016),LC,Reptilia,7.130314895725707,-0.24829775200513413,0.04849116482225336
Draco lineatus,Roll et al. (2016),LC,Reptilia,7.34154320570059,-0.2124977201986833,0.07687089371977375
Draco maculatus,Roll et al. (2016),LC,Reptilia,6.5194335786051445,1.7068702847552606,2.0264250313369696
Draco maximus,Roll et al. (2016),LC,Reptilia,28.970417901823797,-0.3056289080072603,-0.365204044831689
Draco mindanensis,Roll et al. (2016),VU,Reptilia,12.116005840171233,1.1861168048923663,1.291527904348824
Draco obscurus,Roll et al. (2016),LC,Reptilia,13.315044339772369,-0.29771190938765846,-0.1596696911720955
Draco ornatus,Roll et al. (2016),LC,Reptilia,7.578337506941892,-0.3508247973290143,-0.06952493489586091
Draco palawanensis,Roll et al. (2016),LC,Reptilia,6.130908039783565,-0.3096207658645834,0.025551525538794306
Draco quadrasi,Roll et al. (2016),LC,Reptilia,6.420909606999123,-0.27067771986455,0.05274749941323982
Draco reticulatus,Roll et al. (2016),LC,Reptilia,19.61355537787483,-0.5245975442826472,-0.4850132951005224
Draco spilopterus,Roll et al. (2016),LC,Reptilia,10.183942721278163,-0.46237816557318184,-0.2561929500648928
Draco sumatranus,Roll et al. (2016),LC,Reptilia,7.34154320570059,1.772465206510134,2.061833820428592
Draco taeniopterus,Roll et al. (2016),LC,Reptilia,5.75710724911917,-0.2519790922433007,0.09918256213114186
Draco volans,Roll et al. (2016),LC,Reptilia,8.455914790994214,3.409882415717384,3.663331500018401
Drepanoides anomalus,Roll et al. (2016),LC,Reptilia,107.40679586421675,-0.17952682722723984,-0.5723423942324487
Dromicodryas bernieri,Roll et al. (2016),LC,Reptilia,196.68387906360852,-0.3565038957645315,-0.9033136385238874
Dromicodryas quadrilineatus,Roll et al. (2016),LC,Reptilia,251.40290689883633,-0.4476395700356541,-1.0569790707466775
Dryadosaura nordestina,Roll et al. (2016),LC,Reptilia,4.167722293011365,-0.44118603905907683,-0.007911176476860522
Drymarchon caudomaculatus,Roll et al. (2016),LC,Reptilia,472.79523073285986,-0.11785146823178336,-0.8883034167097689
Drymarchon corais,Roll et al. (2016),LC,Reptilia,1365.424354774219,1.2826102189446864,0.24024778274997888
Drymarchon couperi,Roll et al. (2016),LC,Reptilia,1364.106561709838,3.1573979922624447,2.1152844535154873
Drymarchon margaritae,Roll et al. (2016),LC,Reptilia,353.7442750292668,-0.5085240232231907,-1.2049331570754818
Drymarchon melanurus,Roll et al. (2016),LC,Reptilia,1827.5871634067562,1.2651167485523565,0.14743625961136644
Drymobius chloroticus,Roll et al. (2016),LC,Reptilia,186.2263726134079,0.03871881814191123,-0.4941774855929578
Drymobius margaritiferus,Roll et al. (2016),LC,Reptilia,246.44447317274498,1.1782853283422148,0.5740217802636175
Drymobius melanotropis,Roll et al. (2016),LC,Reptilia,228.19292330704133,0.45179130544421814,-0.13286782045071943
Drymobius rhombifer,Roll et al. (2016),LC,Reptilia,215.05901284926733,-0.3340551154997843,-0.9036133696647152
Drymoluber apurimacensis,Roll et al. (2016),CR,Reptilia,101.26372385125225,-0.4237355096213664,-0.978906885650831
Drymoluber dichrous,Roll et al. (2016),LC,Reptilia,228.19292330704133,-0.2719419829206318,-0.8566011088155693
Dryocalamus davisonii,Roll et al. (2016),LC,Reptilia,94.85435910060725,0.08764125860364803,-0.27355437211327766
Dryocalamus gracilis,Roll et al. (2016),DD,Reptilia,34.82430838175914,0.5654468096122901,0.7982824289151399
Dryocalamus philippinus,Roll et al. (2016),VU,Reptilia,9.715505209938488,-0.35507985613281257,-0.1897171637495198
Dryocalamus subannulatus,Roll et al. (2016),LC,Reptilia,47.39187856235637,-0.3665529708097136,-0.5512662340477026
Dryocalamus tristrigatus,Roll et al. (2016),LC,Reptilia,39.263319404955816,-0.4723766902755864,-0.6092464179613811
Dryophiops philippina,Roll et al. (2016),VU,Reptilia,67.79297160730296,0.5560494277901962,0.19383319843337138
Dryophiops rubescens,Roll et al. (2016),LC,Reptilia,186.2263726134079,-0.3271830045394185,-0.8600793082742876
Drysdalia coronoides,Roll et al. (2016),LC,Reptilia,36.921770715695594,0.9889462311667436,0.8677105893361153
Drysdalia mastersii,Roll et al. (2016),LC,Reptilia,27.80727289639359,-0.28599954165837416,-0.3351568901628098
Drysdalia rhodogaster,Roll et al. (2016),LC,Reptilia,27.80727289639359,-0.3480021951277623,-0.39715954363219796
Duberria lutrix,Roll et al. (2016),LC,Reptilia,15.802016138395977,0.9746658617088052,1.0691790762853601
Ebenavia inunguis,Roll et al. (2016),LC,Reptilia,1.737963258558922,0.4791064976873871,1.1346867414393254
Ebenavia maintimainty,Roll et al. (2016),EN,Reptilia,0.37060845498431144,0.4252809464309207,1.2115897676499763
Echinanthera amoena,Roll et al. (2016),LC,Reptilia,44.24668127789652,-0.5209940669086668,-0.6882459869643359
Echinanthera cephalostriata,Roll et al. (2016),LC,Reptilia,42.32593327904416,-0.5102921026387118,-0.6662593980250447
Echinanthera cyanopleura,Roll et al. (2016),LC,Reptilia,40.95877997678768,-0.8400559544035214,-0.9876747295543251
Echinanthera melanostigma,Roll et al. (2016),LC,Reptilia,86.92415529066818,-0.5428945241211885,-0.881879645552557
Echinanthera undulata,Roll et al. (2016),LC,Reptilia,44.42820928475575,-0.48936035962103663,-0.6576533363165825
Echinosaura brachycephala,Roll et al. (2016),EN,Reptilia,11.740764529144261,-0.35224031827332586,-0.3119073107903351
Echinosaura horrida,Roll et al. (2016),LC,Reptilia,16.207419977683887,-0.3508247973290143,-0.26275083864524923
Echinosaura orcesi,Roll et al. (2016),NT,Reptilia,13.29895547498972,-0.4640348373130699,-0.4011810445056329
Echinosaura palmeri,Roll et al. (2016),LC,Reptilia,8.213225143370508,-1.0368041890771955,-0.7759533161370672
Echinosaura panamensis,Roll et al. (2016),LC,Reptilia,9.867409206732267,-1.0330972171111878,-0.8188862132814603
Echinosaura sulcarostrum,Roll et al. (2016),EN,Reptilia,1.5204395463614688,-0.30430326146262476,0.17729126136789652
Echiopsis curta,Roll et al. (2016),LC,Reptilia,73.79213231451119,0.6290276624187057,0.33170394318790075
Echis borkini,Roll et al. (2016),LC,Reptilia,93.94909068392836,-0.36800023638410845,-0.7267562151144161
Echis coloratus,Roll et al. (2016),LC,Reptilia,383.5709445560985,1.8264115473903901,1.1093494376346082
Echis hughesi,Roll et al. (2016),DD,Reptilia,324.79480484393497,0.9097117221912739,0.9137226874362461
Echis jogeri,Roll et al. (2016),DD,Reptilia,15.682772808058733,0.859090618713522,1.1734560919022616
Echis khosatzkii,Roll et al. (2016),LC,Reptilia,117.8745747590937,-0.4656953843120205,-0.8821745764739958
Echis leucogaster,Roll et al. (2016),LC,Reptilia,347.5369816815479,1.1150094250206237,0.42311609475224693
Echis megalocephalus,Roll et al. (2016),DD,Reptilia,96.43332890833047,0.5611551127253501,0.6897985371635382
Echis omanensis,Roll et al. (2016),LC,Reptilia,272.26502893876625,-0.16197085321627167,-0.7916266714638713
Echis pyramidum,Roll et al. (2016),LC,Reptilia,324.79480484393497,1.496781713768085,0.8221492256617107
Ecpleopus gaudichaudii,Roll et al. (2016),LC,Reptilia,1.668657988772521,0.5481221146086332,1.2140452093844099
Egernia cunninghami,Roll et al. (2016),LC,Reptilia,414.90463646671503,1.2585538341496343,0.521451397831809
Egernia cygnitos,Roll et al. (2016),LC,Reptilia,36.237002921469156,-0.6953020519658949,-0.8117779313507556
Egernia depressa,Roll et al. (2016),LC,Reptilia,35.741448396674336,-0.3451907715783705,-0.45816567742645364
Egernia douglasi,Roll et al. (2016),DD,Reptilia,119.43168703950235,-0.4300316353139438,-0.3232952151271427
Egernia eos,Roll et al. (2016),LC,Reptilia,29.28579243769244,-0.8070321620305585,-0.8693599465235888
Egernia epsisolus,Roll et al. (2016),LC,Reptilia,29.28579243769244,-0.7282164547834585,-0.7905442392764889
Egernia formosa,Roll et al. (2016),LC,Reptilia,26.784294899913675,-0.5120645967390026,-0.5516929907098217
Egernia hosmeri,Roll et al. (2016),LC,Reptilia,143.63984208535257,-0.3960742107826644,-0.8628651795841282
Egernia kingii,Roll et al. (2016),LC,Reptilia,414.90463646671503,1.1532398031848246,0.4161373668669992
Egernia mcpheei,Roll et al. (2016),LC,Reptilia,68.32506680541056,-0.4656953843120205,-0.743440872957185
Egernia pilbarensis,Roll et al. (2016),LC,Reptilia,39.83950750066363,-0.4492621616411921,-0.5898360437648829
Egernia richardi,Roll et al. (2016),LC,Reptilia,25.201143482113057,-0.4476395700356541,-0.47177898361805104
Egernia rugosa,Roll et al. (2016),LC,Reptilia,286.86423324862653,-0.4640348373130699,-1.107004656942241
Egernia saxatilis,Roll et al. (2016),LC,Reptilia,56.73456612966373,-0.3975829967244049,-0.6280519778369532
Egernia stokesii,Roll et al. (2016),LC,Reptilia,225.56319887271158,0.035443686526956966,-0.5462625440382551
Egernia striolata,Roll et al. (2016),LC,Reptilia,37.75210202355048,-0.5947900322304517,-0.7216802461728585
Eirenis aurolineatus,Roll et al. (2016),LC,Reptilia,18.18324967134815,-0.3870882234744526,-0.32825547413939626
Eirenis barani,Roll et al. (2016),LC,Reptilia,19.3597344516243,0.26900431439401407,0.31189975949478604
Eirenis collaris,Roll et al. (2016),LC,Reptilia,11.664590904281141,-0.1998105933891777,-0.028129845615284685
Eirenis coronella,Roll et al. (2016),LC,Reptilia,5.991938414364921,0.25709323766816616,0.5980931588966579
Eirenis coronelloides,Roll et al. (2016),LC,Reptilia,7.240895486260831,-0.4237355096213664,-0.13085821466218073
Eirenis decemlineatus,Roll et al. (2016),LC,Reptilia,68.00673188540259,-0.3508247973290143,-0.6273825321947211
Eirenis eiselti,Roll et al. (2016),LC,Reptilia,11.445382679286688,-0.48422245889324517,-0.30771942556976756
Eirenis hakkariensis,Roll et al. (2016),DD,Reptilia,11.445382679286688,-0.40977013756232705,-0.06322305360702508
Eirenis levantinus,Roll et al. (2016),LC,Reptilia,16.50159697638535,0.3566734123408736,0.4401748349251889
Eirenis lineomaculatus,Roll et al. (2016),LC,Reptilia,6.290794566422472,0.29680102114837564,0.6254297681702656
Eirenis medus,Roll et al. (2016),LC,Reptilia,5.991938414364921,-0.007695325043549997,0.3333045961849418
Eirenis modestus,Roll et al. (2016),LC,Reptilia,32.042472849643055,1.4268248718036418,1.3416259725769395
Eirenis punctatolineatus,Roll et al. (2016),LC,Reptilia,32.042472849643055,0.7415997908528572,0.6564008916261547
Eirenis rechingeri,Roll et al. (2016),DD,Reptilia,7.57573840860735,-0.44602067875625806,-0.05731845949674118
Eirenis rothii,Roll et al. (2016),LC,Reptilia,8.154339048853664,0.5270869898685531,0.7897667959308134
Eirenis thospitis,Roll et al. (2016),DD,Reptilia,24.521540833741355,-0.460725351046886,-0.19203689903381577
Elachistodon westermanni,Roll et al. (2016),LC,Reptilia,66.51896404929404,1.5025196527910152,1.2315876888655855
Elaphe bimaculata,Roll et al. (2016),LC,Reptilia,66.51896404929404,1.2152059935961221,0.9442740296706924
Elaphe climacophora,Roll et al. (2016),LC,Reptilia,681.263558978744,3.683060727317424,2.819217010973798
Elaphe dione,Roll et al. (2016),LC,Reptilia,117.21953655481303,1.889615536192065,1.47455438151491
Elaphe quadrivirgata,Roll et al. (2016),LC,Reptilia,328.16760459244193,3.160772616062391,2.483505550246257
Elaphe quatuorlineata,Roll et al. (2016),NT,Reptilia,681.263558978744,2.9784211189115686,2.239911416986411
Elaphe sauromates,Roll et al. (2016),LC,Reptilia,681.263558978744,1.5819634472178892,0.7181197308742636
Elaphe zoigeensis,Roll et al. (2016),LC,Reptilia,84.73083865122051,-0.3915669986992824,-0.7240510199009456
Elapognathus coronatus,Roll et al. (2016),LC,Reptilia,103.30224527126379,-0.5174087889929299,-0.900310469660064
Elapognathus minor,Roll et al. (2016),LC,Reptilia,47.579601466038156,0.6066274435620955,0.4209089406211359
Elapoidis fusca,Roll et al. (2016),LC,Reptilia,20.1690220606,-0.3003411106092896,-0.26785612873184445
Elapomorphus quinquelineatus,Roll et al. (2016),LC,Reptilia,168.65530253887405,-0.41904979281762095,-0.9267112009687472
Elapomorphus spegazzinii,Roll et al. (2016),LC,Reptilia,13.55063265117153,-0.3841179952150235,-0.25053396192446936
Elapsoidea chelazziorum,Roll et al. (2016),EN,Reptilia,31.27238772654408,-0.8043482891990302,-0.9755392404052436
Elapsoidea nigra,Roll et al. (2016),EN,Reptilia,73.79213231451119,-0.35793079778939557,-0.7145545788419698
Elapsoidea sundevallii,Roll et al. (2016),EN,Reptilia,252.34807724805754,-0.3536586674331931,-0.9761686664135725
Elapsoidea trapei,Roll et al. (2016),LC,Reptilia,106.94265995884878,-0.3593605737377014,-0.7510742506025179
Elasmodactylus tetensis,Roll et al. (2016),LC,Reptilia,19.072165205939058,-0.07920206738324066,-0.03250231273371135
Elasmodactylus tuberculosus,Roll et al. (2016),LC,Reptilia,9.94735116880839,-0.36800023638410845,-0.1558402218062061
Elgaria cedrosensis,Roll et al. (2016),LC,Reptilia,13.592642385048691,-0.7502111630883751,-0.6174139575243214
Elgaria coerulea,Roll et al. (2016),LC,Reptilia,45.67887517159885,2.2977897339640903,2.122437739799233
Elgaria kingii,Roll et al. (2016),LC,Reptilia,50.52723860574411,-0.03254378500688804,-0.2335470082960575
Elgaria multicarinata,Roll et al. (2016),LC,Reptilia,116.53640271166398,1.163364294053827,0.7497904547530551
Elgaria panamintina,Roll et al. (2016),VU,Reptilia,67.26911064850005,0.7825801564456748,0.42247133141210097
Elgaria paucicarinata,Roll et al. (2016),LC,Reptilia,29.549540777446964,-0.3738189863261717,-0.4384261560258262
