Species,Dataset,IUCN,Class,Mass,ScaledLogRaw,Res
Saguinus nigricollis,Willemen et al. (2015),LC,Mammalia,462,-0.20823858736671097,0.1549054123906243
Saguinus oedipus,Willemen et al. (2015),CR,Mammalia,430,1.3440432519211964,1.8862997788112577
Saguinus tripartitus,Willemen et al. (2015),NT,Mammalia,393.5,-0.5875169425673733,-0.14554547737483264
Saiga tatarica,Willemen et al. (2015),CR,Mammalia,29000,-0.0879053344189718,0.4172713710816355
Saimiri boliviensis,Willemen et al. (2015),LC,Mammalia,615,1.400496254314947,1.7634416817001233
Saimiri oerstedii,Willemen et al. (2015),VU,Mammalia,278.5,0.6547717053488247,1.0917414929302078
Saimiri sciureus,Willemen et al. (2015),LC,Mammalia,743.2,1.5052292840822672,1.8680083259895948
Saimiri ustus,Willemen et al. (2015),NT,Mammalia,1000,-0.7936010252631963,-0.3524167113367636
Saimiri vanzolinii,Willemen et al. (2015),VU,Mammalia,769.6,-0.40973128375505463,0.02660112544745672
Salamandra atra,Willemen et al. (2015),LC,Amphibia,8.2,0.9269473084613903,1.0094957745494113
Salamandra infraimmaculata,Willemen et al. (2015),NT,Amphibia,125,-0.3421403132339983,-0.18100487491705353
Salamandra lanzai,Willemen et al. (2015),VU,Amphibia,19.3,-0.37463468670566,-0.21851299608523925
Salamandra salamandra,Willemen et al. (2015),LC,Amphibia,35.8,1.1396962289454942,1.2222088741350083
Salamandrella keyserlingii,Willemen et al. (2015),LC,Amphibia,6.9,-0.6460669044140142,-0.5635167511097591
Saltuarius cornutus,Willemen et al. (2015),LC,Reptilia,55.18160384115288,0.3759075574172957,0.7132965287925223
Salvadora bairdi,Willemen et al. (2015),LC,Reptilia,159.86970294656618,-0.8914435337473892,-0.5541904327262552
Salvadora grahamiae,Willemen et al. (2015),LC,Reptilia,183.87131667468591,0.3242628309726743,0.6614847812920198
Salvadora hexalepis,Willemen et al. (2015),LC,Reptilia,164.58087957172648,0.631601683621787,0.9688486702016262
Salvadora lemniscata,Willemen et al. (2015),LC,Reptilia,228.19292330704133,-1.4992967161074209,-1.1621322889682517
Salvadora mexicana,Willemen et al. (2015),LC,Reptilia,395.86767917673575,-0.8914435337473892,-0.5544967247390966
Salvadorina waigiuensis,Willemen et al. (2015),VU,Aves,469,-1.4992967161074209,-1.8924997272889161
Sanzinia madagascariensis,Willemen et al. (2015),VU,Reptilia,4056.4733488907154,0.4785951249877468,0.8843786160575675
Sappho sparganura,Willemen et al. (2015),LC,Aves,4.8,0.344349093342352,-0.12183908262105086
Saproscincus czechurai,Willemen et al. (2015),LC,Reptilia,1.1169962420351676,-0.6460669044140142,-0.30860776482061225
Sarcophilus harrisii,Willemen et al. (2015),EN,Mammalia,11000,1.1245000858336875,1.530464648075897
Sarkidiornis melanotos,Willemen et al. (2015),LC,Aves,1777,0.9422741522569876,0.4737859112090069
Sarothrura elegans,Willemen et al. (2015),LC,Aves,50.2,-1.4992967161074209,-1.9655438148531508
Sarothrura pulchra,Willemen et al. (2015),LC,Aves,42,-1.0175844661150866,-1.483820922419955
Saurodactylus fasciatus,Willemen et al. (2015),VU,Reptilia,1.358261363125142,-1.195370124927405,-0.7843236676987043
Sauromalus ater,Willemen et al. (2015),LC,Reptilia,512.6044416865458,1.082819541373999,1.41961484256628
Sauromalus hispidus,Willemen et al. (2015),NT,Reptilia,1365.0486411938364,-0.6460669044140142,-0.23163939317425594
Saxicola caprata,Willemen et al. (2015),LC,Aves,15.3,1.2368981626102924,0.7706963591311535
Saxicola rubetra,Willemen et al. (2015),LC,Aves,16.7,1.626007273830088,1.1598036533488503
Sayornis nigricans,Willemen et al. (2015),LC,Aves,17.5,1.6058440255264241,1.1396393667582734
Scalopus aquaticus,Willemen et al. (2015),LC,Mammalia,91.3,0.07198096623727977,0.4356060821930425
Scapanus latimanus,Willemen et al. (2015),LC,Mammalia,55,-0.3421403132339983,0.021531914990453045
Scapanus orarius,Willemen et al. (2015),LC,Mammalia,61.2,-1.4992967161074209,-1.1356325346065466
Scapanus townsendii,Willemen et al. (2015),LC,Mammalia,141.7,-0.4896744340831805,-0.12611473020295258
Scaphiophryne gottlebei,Willemen et al. (2015),EN,Amphibia,7,-0.7936010252631963,-0.6545536048951406
Scaphiopus couchii,Willemen et al. (2015),LC,Amphibia,16.3,0.7944051910815756,0.8769431445146002
Sceloporus adleri,Willemen et al. (2015),LC,Reptilia,13.989006790884048,-1.195370124927405,-0.857927691384128
Sceloporus aeneus,Willemen et al. (2015),LC,Reptilia,8.03731328601976,-1.4992967161074209,-1.1618465581072968
Sceloporus arenicolus,Willemen et al. (2015),VU,Reptilia,12.143040765701901,-0.44788345683462255,-0.03685099672506701
Sceloporus bicanthalis,Willemen et al. (2015),LC,Reptilia,8.77470557221003,-1.195370124927405,-0.8579209239582319
Sceloporus cautus,Willemen et al. (2015),LC,Reptilia,23.094951151481776,-1.4992967161074209,-1.1618661007927222
Sceloporus chrysostictus,Willemen et al. (2015),LC,Reptilia,8.77470557221003,-0.7136578749350705,-0.37620867396589747
Sceloporus clarkii,Willemen et al. (2015),LC,Reptilia,83.74066222702737,0.49745710347751365,0.8348090092320193
Sceloporus cozumelae,Willemen et al. (2015),LC,Reptilia,8.03731328601976,-0.3421403132339983,-0.004690155233874407
Sceloporus cyanostictus,Willemen et al. (2015),EN,Reptilia,17.594237171782076,-1.4992967161074209,-1.1053615647938837
Sceloporus dugesii,Willemen et al. (2015),LC,Reptilia,22.40681420251731,-1.4992967161074209,-1.161865207688236
Sceloporus exsul,Willemen et al. (2015),CR,Reptilia,9.957929700886252,-1.4992967161074209,-0.9827780551397126
Sceloporus formosus,Willemen et al. (2015),LC,Reptilia,22.40681420251731,-0.5358722161227519,-0.19844070770356753
Sceloporus gadoviae,Willemen et al. (2015),LC,Reptilia,15.133451421379457,-0.8914435337473892,-0.554002585531466
Sceloporus graciosus,Willemen et al. (2015),LC,Reptilia,23.094951151481776,0.7064164317934462,1.043847047108145
Sceloporus grammicus,Willemen et al. (2015),LC,Reptilia,17.947931196757374,0.03382879315771204,0.3712660885767374
Sceloporus horridus,Willemen et al. (2015),LC,Reptilia,49.13920591021286,-0.6460669044140142,-0.30867009086041697
Sceloporus hunsakeri,Willemen et al. (2015),LC,Reptilia,21.73166686964435,-1.4992967161074209,-1.161864331442436
Sceloporus jalapae,Willemen et al. (2015),LC,Reptilia,8.77470557221003,-1.4992967161074209,-1.161847515138248
Sceloporus licki,Willemen et al. (2015),LC,Reptilia,26.733958158556984,-1.195370124927405,-0.8579442325293972
Sceloporus magister,Willemen et al. (2015),LC,Reptilia,80.66328377259458,1.071749499065457,1.4091053988221833
Sceloporus megalepidurus,Willemen et al. (2015),VU,Reptilia,6.367235601542838,-1.195370124927405,-0.7843301686392051
Sceloporus melanorhinus,Willemen et al. (2015),LC,Reptilia,35.95205785882836,-0.5358722161227519,-0.19845828751509875
Sceloporus merriami,Willemen et al. (2015),LC,Reptilia,10.373351997514341,-0.3421403132339983,-0.004693187081903014
Sceloporus minor,Willemen et al. (2015),LC,Reptilia,17.36088638758445,-0.4896744340831805,-0.1522363767629767
Sceloporus mucronatus,Willemen et al. (2015),LC,Reptilia,44.805805263305146,-0.20823858736671097,0.12916385032836303
Sceloporus occidentalis,Willemen et al. (2015),LC,Reptilia,29.079566831804957,1.5927542956953433,1.9301771438248654
Sceloporus olivaceus,Willemen et al. (2015),LC,Reptilia,56.116406301695044,0.7944051910815756,1.131792949215351
Sceloporus orcutti,Willemen et al. (2015),LC,Reptilia,48.03231868153618,0.6948005634707225,1.0321988136074747
Sceloporus ornatus,Willemen et al. (2015),NT,Reptilia,29.88905643146998,-1.195370124927405,-0.7792097652826974
Sceloporus parvus,Willemen et al. (2015),LC,Reptilia,5.201940267497972,-1.4992967161074209,-1.1618428781939227
Sceloporus poinsettii,Willemen et al. (2015),LC,Reptilia,73.28261496611172,0.14988943362945287,0.48725491245097
Sceloporus pyrocephalus,Willemen et al. (2015),LC,Reptilia,14.606259156811907,-1.4992967161074209,-1.161855083670461
Sceloporus scalaris,Willemen et al. (2015),LC,Reptilia,16.22322722419223,-0.7136578749350705,-0.37621834109409014
Sceloporus serrifer,Willemen et al. (2015),LC,Reptilia,90.11365645584539,0.2657128691260336,0.6030565036349067
Sceloporus siniferus,Willemen et al. (2015),LC,Reptilia,12.708343439409246,-0.5875169425673733,-0.2500728469040987
Sceloporus slevini,Willemen et al. (2015),LC,Reptilia,12.143040765701901,-0.14395686565460664,0.1934879636916279
Sceloporus smaragdinus,Willemen et al. (2015),LC,Reptilia,21.06940901187154,-1.195370124927405,-0.8579368807453364
Sceloporus spinosus,Willemen et al. (2015),LC,Reptilia,58.57225561345036,-0.5358722161227519,-0.19848764533422833
Sceloporus teapensis,Willemen et al. (2015),LC,Reptilia,12.143040765701901,-1.4992967161074209,-1.1618518867611867
Sceloporus torquatus,Willemen et al. (2015),LC,Reptilia,79.15157570965962,-0.7936010252631963,-0.45624316352309713
Sceloporus undulatus,Willemen et al. (2015),LC,Reptilia,24.51059234897253,1.401671786884706,1.7391005648972424
Sceloporus utiformis,Willemen et al. (2015),LC,Reptilia,19.783159341914814,-0.8914435337473892,-0.5540086201950714
Sceloporus virgatus,Willemen et al. (2015),LC,Reptilia,12.613005932469427,0.006415280545073937,0.34385949994295556
Sceloporus woodi,Willemen et al. (2015),NT,Reptilia,9.957929700886252,0.3819555620753282,0.7981417895050993
Sceloporus zosteromus,Willemen et al. (2015),LC,Reptilia,65.00327801565506,-1.0175844661150866,-0.680208241884562
Schoutedenapus myoptilus,Willemen et al. (2015),LC,Aves,22,-1.4992967161074209,-1.965507215239458
Scinax argyreornatus,Willemen et al. (2015),LC,Amphibia,1.2,-1.0175844661150866,-0.935026915016575
Scinax boulengeri,Willemen et al. (2015),LC,Amphibia,4.5,0.09568800381330494,0.17824127197829995
Scinax fuscomarginatus,Willemen et al. (2015),LC,Amphibia,0.7,-0.2835903513873574,-0.20103215135952462
Scinax fuscovarius,Willemen et al. (2015),LC,Amphibia,17.6,0.15996972552540928,0.24250599174219972
Scinax ictericus,Willemen et al. (2015),LC,Amphibia,2.7,-0.8914435337473892,-0.8088879294368393
Scinax nasicus,Willemen et al. (2015),LC,Amphibia,1.8,-0.6460669044140142,-0.5635101320306869
Scinax rostratus,Willemen et al. (2015),LC,Amphibia,7.4,-0.4896744340831805,-0.40712492970824626
Scinax ruber,Willemen et al. (2015),LC,Amphibia,4.5,0.2247041818011115,0.30725744996610643
Scinax staufferi,Willemen et al. (2015),LC,Amphibia,29,-0.2835903513873574,-0.20106888075908064
Scincella lateralis,Willemen et al. (2015),LC,Reptilia,3.9181507918061547,0.7006469618969215,1.0381024659876852
Scincella vandenburghi,Willemen et al. (2015),LC,Reptilia,2.873909619172066,-1.195370124927405,-0.857913265559212
Sciurotamias davidianus,Willemen et al. (2015),LC,Mammalia,433.5,-0.7936010252631963,-0.43042003653457644
Sciurus aberti,Willemen et al. (2015),LC,Mammalia,624,0.43824728690003684,0.801181033557439
Sciurus aestuans,Willemen et al. (2015),LC,Mammalia,185,0.8105188872837388,1.174022393884787
Sciurus alleni,Willemen et al. (2015),LC,Mammalia,434.5,-0.6460669044140142,-0.2828872135440358
Sciurus anomalus,Willemen et al. (2015),LC,Mammalia,256,0.03382879315771204,0.3972401517952093
Sciurus aureogaster,Willemen et al. (2015),LC,Mammalia,595,-0.14395686565460664,0.2190145189034008
Sciurus carolinensis,Willemen et al. (2015),LC,Mammalia,506.5,2.5206988853976773,2.8837851304454634
Sciurus colliaei,Willemen et al. (2015),LC,Mammalia,498,-1.195370124927405,-0.8322728480811659
Sciurus deppei,Willemen et al. (2015),LC,Mammalia,190,-0.6460669044140142,-0.28256988710617376
Sciurus granatensis,Willemen et al. (2015),LC,Mammalia,250,0.502048489784993,0.8654676355743393
Sciurus griseus,Willemen et al. (2015),LC,Mammalia,731,1.2003747065539851,1.56316958233674
Sciurus igniventris,Willemen et al. (2015),LC,Mammalia,700,-1.4992967161074209,-1.1364616067067774
Sciurus lis,Willemen et al. (2015),LC,Mammalia,264.3,0.046918522988793045,0.41031910939956523
Sciurus nayaritensis,Willemen et al. (2015),LC,Mammalia,697,-0.7936010252631963,-0.43076202228662824
Sciurus niger,Willemen et al. (2015),LC,Mammalia,761.9,1.6814672060743936,2.0442219780251247
Sciurus spadiceus,Willemen et al. (2015),LC,Mammalia,403.3,-0.8914435337473892,-0.5282233496877939
Sciurus stramineus,Willemen et al. (2015),LC,Mammalia,433.3,-0.2835903513873574,0.07959089691299068
Sciurus variegatoides,Willemen et al. (2015),LC,Mammalia,485,0.6737015537227745,1.0368157027313538
Sciurus vulgaris,Willemen et al. (2015),LC,Mammalia,333,2.3715702474689317,2.734881670991029
Sciurus yucatanensis,Willemen et al. (2015),LC,Mammalia,225,-0.5358722161227519,-0.17242062386736617
Scolopax minor,Willemen et al. (2015),LC,Aves,210.5,0.8059750809650089,0.33951993547903675
Scolopax rusticola,Willemen et al. (2015),LC,Aves,313,0.9972532931423809,0.5306651171456483
Scoteanax rueppellii,Willemen et al. (2015),LC,Mammalia,26.5,-1.0175844661150866,-0.6538752489193507
Scotinomys teguina,Willemen et al. (2015),LC,Mammalia,11.3,-1.4992967161074209,-1.1355677714603336
Scotopelia peli,Willemen et al. (2015),LC,Aves,2188,0.09568800381330494,-0.3733336571363582
Scotophilus dinganii,Willemen et al. (2015),LC,Mammalia,25.1,-1.195370124927405,-0.8316590907295708
Scotophilus kuhlii,Willemen et al. (2015),LC,Mammalia,20.7,-1.0175844661150866,-0.6538677213392294
Scotorepens balstoni,Willemen et al. (2015),LC,Mammalia,11.7,-0.7936010252631963,-0.4298725997595651
Scotorepens greyii,Willemen et al. (2015),LC,Mammalia,10,-0.8914435337473892,-0.5277129018840674
Scotorepens orion,Willemen et al. (2015),LC,Mammalia,11,-1.4992967161074209,-1.1355673821027412
Scotorepens sanborni,Willemen et al. (2015),LC,Mammalia,8,-0.8914435337473892,-0.5277103061667843
Scythrops novaehollandiae,Willemen et al. (2015),LC,Aves,660,0.46885087095666506,0.0018123380113101925
Sekeetamys calurus,Willemen et al. (2015),LC,Mammalia,55.3,-0.6460669044140142,-0.28239506554715527
Selasphorus flammula,Willemen et al. (2015),LC,Aves,2.6,0.7653244772744349,0.2991391566000433
Selasphorus platycercus,Willemen et al. (2015),LC,Aves,3.7,1.2059133913895168,0.7397266430706196
Selasphorus rufus,Willemen et al. (2015),LC,Aves,3.6,1.8487926029407578,1.3826059844077248
Selasphorus sasin,Willemen et al. (2015),LC,Aves,3.3,1.399907304077456,0.9337210749020155
Selasphorus scintilla,Willemen et al. (2015),LC,Aves,2.3,0.6449912243266959,0.1788062930098971
Semnopithecus ajax,Willemen et al. (2015),EN,Mammalia,20150,-1.0175844661150866,-0.6234953104431784
Semnopithecus dussumieri,Willemen et al. (2015),LC,Mammalia,13100,0.2657128691260336,0.6124545313712961
Semnopithecus entellus,Willemen et al. (2015),LC,Mammalia,14500,1.0188573368267222,1.3637819969737968
Semnopithecus hector,Willemen et al. (2015),NT,Mammalia,17350,-0.40973128375505463,0.010233041381823377
Semnopithecus hypoleucos,Willemen et al. (2015),VU,Mammalia,8950,-0.40973128375505463,0.015984122616015013
Semnopithecus priam,Willemen et al. (2015),NT,Mammalia,12450,0.24157062219825937,0.6678944546787959
Semnopithecus schistaceus,Willemen et al. (2015),LC,Mammalia,17350,-0.7936010252631963,-0.45237526224457647
Sephanoides fernandensis,Willemen et al. (2015),CR,Aves,7,0.006415280545073937,-0.2807047550511443
Sephanoides sephaniodes,Willemen et al. (2015),LC,Aves,4.7,0.8555851244736773,0.3893970782961386
Sericornis citreogularis,Willemen et al. (2015),LC,Aves,15.9,0.11817874827685135,-0.34802383391747294
Sericornis frontalis,Willemen et al. (2015),LC,Aves,12.6,0.9056407662376498,0.43944246697684275
Sericornis humilis,Willemen et al. (2015),LC,Aves,17,-0.31188877527086184,-0.7780927851096916
Sericornis keri,Willemen et al. (2015),LC,Aves,10.8,-0.7136578749350705,-1.1798538380503227
Serinus burtoni,Willemen et al. (2015),LC,Aves,33,-0.5875169425673733,-1.0537417181444684
Serinus canaria,Willemen et al. (2015),LC,Aves,15.3,1.2997010519395105,0.8334992484603714
Serinus citrinelloides,Willemen et al. (2015),LC,Aves,12.5,0.07198096623727977,-0.3942172032376632
Serinus citrinipectus,Willemen et al. (2015),LC,Aves,11.4,-1.195370124927405,-1.6615668667578423
Serinus flaviventris,Willemen et al. (2015),LC,Aves,16.5,0.020336239792658566,-0.4458671211168504
Serinus frontalis,Willemen et al. (2015),LC,Aves,12,-0.6460669044140142,-1.1122644249596358
Serinus gularis,Willemen et al. (2015),LC,Aves,15.9,-0.1857478429031646,-0.6519504250974887
Serinus mozambicus,Willemen et al. (2015),LC,Aves,12.9,0.78010587872924,0.3139071901108404
Serinus pusillus,Willemen et al. (2015),LC,Aves,12,-0.10580469257503891,-0.572002213120661
Serinus rufobrunneus,Willemen et al. (2015),LC,Aves,30.3,-1.0175844661150866,-1.4838057374738494
Serinus scotops,Willemen et al. (2015),LC,Aves,15.1,-0.31188877527086184,-0.778090319178273
Serinus serinus,Willemen et al. (2015),LC,Aves,12.3,1.1975789050357588,0.7313809951325443
Serinus sulphuratus,Willemen et al. (2015),LC,Aves,18.2,0.020336239792658566,-0.4458693274765411
Serinus syriacus,Willemen et al. (2015),VU,Aves,11,-0.40973128375505463,-0.8023398756787143
Serinus totta,Willemen et al. (2015),LC,Aves,13,-1.4992967161074209,-1.9654955345116847
Setifer setosus,Willemen et al. (2015),LC,Mammalia,294,-0.44788345683462255,-0.08452141682550479
Setonix brachyurus,Willemen et al. (2015),VU,Mammalia,3250,0.6706027889818165,1.103715989609795
Setophaga ruticilla,Willemen et al. (2015),LC,Aves,8.7,1.5052292840822672,1.0390360464701622
Sheppardia aequatorialis,Willemen et al. (2015),LC,Aves,14.5,-1.195370124927405,-1.6615708901196309
Sheppardia cyornithopsis,Willemen et al. (2015),LC,Aves,17.3,-0.8914435337473892,-1.3576479329438114
Sheppardia montana,Willemen et al. (2015),EN,Aves,21.3,-1.4992967161074209,-1.9090089098887448
Sialia mexicana,Willemen et al. (2015),LC,Aves,27.1,1.6242442099915264,1.1580270917804163
Sibon dimidiatus,Willemen et al. (2015),LC,Reptilia,63.422389870217,-0.37463468670566,-0.03725641070579445
Sibynomorphus ventrimaculatus,Willemen et al. (2015),LC,Reptilia,71.1821755059331,-0.6460669044140142,-0.30869869951899265
Sibynophis collaris,Willemen et al. (2015),LC,Reptilia,77.58801694980068,-0.6460669044140142,-0.3087070133956669
Sicalis flaveola,Willemen et al. (2015),LC,Aves,17.4,2.0136146907008117,1.5474101617185254
Sicista betulina,Willemen et al. (2015),LC,Mammalia,8,-0.7136578749350705,-0.3499246473544656
Sicista subtilis,Willemen et al. (2015),LC,Mammalia,11.8,-1.195370124927405,-0.8316418292096383
Sigelus silens,Willemen et al. (2015),LC,Aves,26.9,0.416589878232256,-0.04962698040712545
Sigmodon arizonae,Willemen et al. (2015),LC,Mammalia,198,-0.5358722161227519,-0.17238558168404394
Sigmodon fulviventer,Willemen et al. (2015),LC,Mammalia,214,-1.4992967161074209,-1.135830847406978
Sigmodon hirsutus,Willemen et al. (2015),LC,Mammalia,171.5,-1.0175844661150866,-0.6540634384223775
Sigmodon hispidus,Willemen et al. (2015),LC,Mammalia,92.4,0.3032120660821104,0.6668357543933672
Simias concolor,Willemen et al. (2015),CR,Mammalia,7980,-0.7936010252631963,-0.2611433311169354
Simoselaps littoralis,Willemen et al. (2015),LC,Reptilia,26.163299273983494,-0.7936010252631963,-0.45617439223062345
Sinonatrix aequifasciata,Willemen et al. (2015),LC,Reptilia,903.6669541024842,-0.10580469257503891,0.2304830647561115
Siphlophis pulcher,Willemen et al. (2015),LC,Reptilia,165.94971504078674,-1.195370124927405,-0.8581249149025084
Siphlophis worontzowi,Willemen et al. (2015),LC,Reptilia,137.43081975267066,-1.4992967161074209,-1.1620144925878269
Siren lacertina,Willemen et al. (2015),LC,Amphibia,1000,0.3242628309726743,0.40552408085999325
Sistrurus catenatus,Willemen et al. (2015),LC,Reptilia,568.010447726278,1.2419967478012661,1.5787201398298136
Sistrurus miliarius,Willemen et al. (2015),LC,Reptilia,275.24677363736055,1.3585286750424308,1.6956320329353305
Sitana ponticeriana,Willemen et al. (2015),LC,Reptilia,17.371846531120294,-0.0879053344189718,0.24953270867651514
Sitta canadensis,Willemen et al. (2015),LC,Aves,10,1.766854748583415,1.300659823755076
Sitta europaea,Willemen et al. (2015),LC,Aves,23.5,2.3461031322582206,1.879890686338221
Sitta neumayer,Willemen et al. (2015),LC,Aves,33,0.557734474200048,0.09150969862295294
Sitta pusilla,Willemen et al. (2015),LC,Aves,12.2,0.8755191655656972,0.40932138544834673
Sitta pygmaea,Willemen et al. (2015),LC,Aves,10.5,1.017449716401488,0.5512541426438282
Sitta tephronota,Willemen et al. (2015),LC,Aves,35.7,-0.2570080681912229,-0.7232363479866502
Sitta whiteheadi,Willemen et al. (2015),VU,Aves,11.8,-0.6460669044140142,-1.0386765346245868
Smicrornis brevirostris,Willemen et al. (2015),LC,Aves,6.2,0.3310610041385644,-0.1351289888269366
Sminthopsis crassicaudata,Willemen et al. (2015),LC,Mammalia,15,-0.40973128375505463,-0.04600714118494081
Sminthopsis dolichura,Willemen et al. (2015),LC,Mammalia,13.6,-1.0175844661150866,-0.6538585065428746
Sminthopsis douglasi,Willemen et al. (2015),NT,Mammalia,55,-1.0175844661150866,-0.5751736757723768
Sminthopsis hirtipes,Willemen et al. (2015),LC,Mammalia,15,-1.4992967161074209,-1.1355725735373068
Sminthopsis leucopus,Willemen et al. (2015),VU,Mammalia,26,-0.20823858736671097,0.2290589095216667
Sminthopsis macroura,Willemen et al. (2015),LC,Mammalia,20,-0.038213722053982366,0.3255039312229238
Sminthopsis murina,Willemen et al. (2015),LC,Mammalia,17,-0.3421403132339983,0.021581233618832536
Sminthopsis ooldea,Willemen et al. (2015),LC,Mammalia,11,-1.0175844661150866,-0.6538551321104065
Sminthopsis virginiae,Willemen et al. (2015),LC,Mammalia,35.3,-1.4992967161074209,-1.135598920067731
Sminthopsis youngsoni,Willemen et al. (2015),LC,Mammalia,10.1,-0.7936010252631963,-0.4298705231857388
Smithornis rufolateralis,Willemen et al. (2015),LC,Aves,17.7,-0.8914435337473892,-1.357648452087268
Smutsia gigantea,Willemen et al. (2015),NT,Mammalia,32999.7,-0.7936010252631963,-0.3939477985091861
Smutsia temminckii,Willemen et al. (2015),LC,Mammalia,7179.9,-1.195370124927405,-0.8409450097382256
Solenodon cubanus,Willemen et al. (2015),EN,Mammalia,650,-1.4992967161074209,-1.0798993169250346
Solenodon paradoxus,Willemen et al. (2015),EN,Mammalia,900,-0.12446595081140822,0.2946069837105871
Somateria fischeri,Willemen et al. (2015),LC,Aves,1304,0.5536932162296144,0.08581886231909298
Somateria mollissima,Willemen et al. (2015),LC,Aves,1915,2.0189611122796323,1.550293766739116
Somateria spectabilis,Willemen et al. (2015),LC,Aves,1567,1.4306300654990465,0.9624143747657936
Sonora michoacanensis,Willemen et al. (2015),LC,Reptilia,8.154339048853664,-1.195370124927405,-0.8579201188101785
Sonora semiannulata,Willemen et al. (2015),LC,Reptilia,18.18324967134815,0.4785951249877468,0.8160321149966563
Sooretamys angouya,Willemen et al. (2015),LC,Mammalia,100.3,-1.4992967161074209,-1.1356832808794326
Sorex alpinus,Willemen et al. (2015),NT,Mammalia,7.8,-1.0175844661150866,-0.5751124168444952
Sorex araneus,Willemen et al. (2015),LC,Mammalia,10,0.3310610041385644,0.6947916360018862
Sorex arcticus,Willemen et al. (2015),LC,Mammalia,8.2,-1.195370124927405,-0.8316371569185284
Sorex bendirii,Willemen et al. (2015),LC,Mammalia,16.1,-1.195370124927405,-0.8316474100017965
Sorex cinereus,Willemen et al. (2015),LC,Mammalia,4.7,-0.2570080681912229,0.10672944232289922
Sorex coronatus,Willemen et al. (2015),LC,Mammalia,9.6,-1.4992967161074209,-1.135565565100642
Sorex dispar,Willemen et al. (2015),LC,Mammalia,5,-0.7936010252631963,-0.42986390410666686
Sorex fumeus,Willemen et al. (2015),LC,Mammalia,7.7,-0.8914435337473892,-0.5277099168091918
Sorex hoyi,Willemen et al. (2015),LC,Mammalia,2.6,-1.195370124927405,-0.8316298889101358
Sorex longirostris,Willemen et al. (2015),LC,Mammalia,3.6,-1.195370124927405,-0.8316311867687777
Sorex merriami,Willemen et al. (2015),LC,Mammalia,5.9,-1.0175844661150866,-0.6538485130313344
Sorex minutissimus,Willemen et al. (2015),LC,Mammalia,2.5,-0.7136578749350705,-0.34991750913193687
Sorex minutus,Willemen et al. (2015),LC,Mammalia,4.5,0.046918522988793045,0.41065629307464335
Sorex monticolus,Willemen et al. (2015),LC,Mammalia,5.3,-0.7136578749350705,-0.3499211431361334
Sorex ornatus,Willemen et al. (2015),LC,Mammalia,5,-0.6460669044140142,-0.28232978325748476
Sorex palustris,Willemen et al. (2015),LC,Mammalia,13.5,-0.8914435337473892,-0.5277174443893129
Sorex trowbridgii,Willemen et al. (2015),LC,Mammalia,3.8,-0.8914435337473892,-0.5277048551604899
Sorex vagrans,Willemen et al. (2015),LC,Mammalia,5.9,-0.8914435337473892,-0.527707580663637
Spalacopus cyanus,Willemen et al. (2015),LC,Mammalia,127.5,-0.10580469257503891,0.2577734408978991
Speculipastor bicolor,Willemen et al. (2015),LC,Aves,61,-1.0175844661150866,-1.4838455817341454
Speleomantes ambrosii,Willemen et al. (2015),NT,Amphibia,2.26,-0.37463468670566,-0.21333994921904978
Speleomantes imperialis,Willemen et al. (2015),NT,Amphibia,3.92,-0.12446595081140822,0.03682663222985703
Speleomantes italicus,Willemen et al. (2015),NT,Amphibia,2.88,-0.37463468670566,-0.2133407538914076
Speleomantes supramontis,Willemen et al. (2015),EN,Amphibia,5.08,-0.31188877527086184,-0.1728388630142142
Speothos venaticus,Willemen et al. (2015),NT,Mammalia,6000,0.7448073597854687,1.1795023805040865
Spermophaga haematina,Willemen et al. (2015),LC,Aves,21.9,-0.40973128375505463,-0.8759416531012283
Spermophaga ruficapilla,Willemen et al. (2015),LC,Aves,23.2,-1.0175844661150866,-1.483796522677494
Spermophilus citellus,Willemen et al. (2015),VU,Mammalia,290,0.5371450868343876,0.9740999490413924
Spermophilus fulvus,Willemen et al. (2015),LC,Mammalia,596,-1.195370124927405,-0.8324000382280391
Spermophilus pygmaeus,Willemen et al. (2015),LC,Mammalia,136,-1.4992967161074209,-1.1357296144329363
Spermophilus suslicus,Willemen et al. (2015),NT,Mammalia,252,-1.195370124927405,-0.7532150127370831
Spermophilus xanthoprymnus,Willemen et al. (2015),NT,Mammalia,289.7,-0.5358722161227519,-0.093766033203217
Sphaerodactylus callocricus,Willemen et al. (2015),VU,Reptilia,0.5484350545695633,-1.195370124927405,-0.784322616658632
Sphaerodactylus difficilis,Willemen et al. (2015),LC,Reptilia,0.9761868206134883,-0.8914435337473892,-0.5539842114032629
Sphaerodactylus klauberi,Willemen et al. (2015),LC,Reptilia,1.254840883957163,-1.4992967161074209,-1.1618377554168784
Sphaerodactylus nicholsi,Willemen et al. (2015),LC,Reptilia,0.3917080023466699,-0.5875169425673733,-0.2500568616523618
Sphaerodactylus notatus,Willemen et al. (2015),LC,Reptilia,0.9761868206134883,-0.16435465442167962,0.1731046679224467
Sphaerodactylus torrei,Willemen et al. (2015),VU,Reptilia,1.4671839349189983,-0.6460669044140142,-0.23502058855141458
Sphaerodactylus vincenti,Willemen et al. (2015),LC,Reptilia,1.58174895423584,-0.40973128375505463,-0.0722727473449766
Spheniscus demersus,Willemen et al. (2015),EN,Aves,3200,1.90308757374625,1.48924987670099
